BRANCH_NAME,AGENCY_NO,BRANCH_NO,BUSINESS_ADDRESS1,BUSINESS_ADDRESS2,BUSINESS_CITY,BUSINESS_STATE,BUSINESS_ZIP
American Family - Shawn Furlong - 224164,2053,124,14332 South Outer 40,,Chesterfield,MO,630175704
"CC Services, Inc. - Jarrett Norris - 19524",2041,148,105 S Pointe Dr,,Edwardsville,IL,62025
Daniel Boone Agency - Mitch Allen - E893,92,371,103 E Pearce Blvd,,Wentzville,MO,63385
Missouri Farm Bureau - Kelly Lambert - MEM722,398,123,"2112 S. State Rte. 291, Ste. B",,Independence,MO,64057
Daniel Boone Agency - Ron Frankenberg - AC16701,92,180,2545 Baumgartner Rd.,,Saint Louis,MO,63129
Missouri Farm Bureau - Kelly Dawson - MEM1117,398,65,115 W. Potter Ave.,,Kirksville,MO,63501
Missouri Farm Bureau - Chris Toalson - MEM1116,398,212,2418 S. Limit,,Sedalia,MO,65301
Daniel Boone Agency - Jack Germano - AA40801,92,112,911 E 23rd St S,,Independence,MO,64055
"CC Services, Inc. - Randy Hocking - 06820",2041,83,9732 Rosehill Rd,,Lenexa,KS,66215
"Naught-Naught Insurance Agency, Inc. (1)",9,1,1441 Christy Dr.,,Jefferson City,MO,65102
George W. Thomlinson (1),435,1,220 W. 6th St.,,Sedalia,MO,65301
American Family - Rob Myers - 324171,2053,502,116 E. Lafayette St.,,Palmyra,MO,63461
Beiser Insurance Agency,1003,1,1830 Jeffco Blvd,Unit A,Arnold,MO,63010
"Cassens Insurance Agency, Inc. (1)",2061,1,400 St. Louis St.,,Edwardsville,IL,62025
American Family - John Van Houtan - 199170,2053,395,1237 S Range Line Rd Ste A,,Joplin,MO,648015593
American Family - Jim Lewis - 340175,2053,213,101 N Main St Ste 1,,Rock Port,MO,644821669
American Family - David Fiedler - 314171,2053,106,206 N Missouri St,,Macon,MO,635521746
"Ocker Insurance, Inc. (1)",391,1,305 N. Cherry,,Cameron,MO,64429
American Family - Chris Shepherd - 039183,2053,353,4800 Main Ste G10,,Kansas City,MO,641122511
"Neskas Insurance Agency, LLC (1)",2574,1,805 Whisper Creek Ct,,Wentzville,MO,63385
West Side Insurance Center,34,2,2413 Hyde Park Rd,,Jefferson City,MO,65109
Missouri Farm Bureau - Chad Chase - MEM1402,398,364,C/O Chad Chase - MEM1402,PO Box 658,Jefferson City,MO,65102
Daniel Boone Agency - LeeAnn Beaman - AD24801,92,239,140 S Hwy 65,,Lincoln,MO,65338
"C. M. Brown & Associates, Inc. (1)",258,1,5 W. St. Joseph St.,,Perryville,MO,63775
Daniel Boone Agency - Rod Jones - AA26601,92,105,2102 S. Garrison,,Carthage,MO,64836
"CC Services, Inc. - Adam Hutsell - 20587",2041,92,10561 Barkley,Ste 101,Overland Park,KS,66212
Mary Jane Zahner Insurance Agency,2475,1,10100 W. 87th St.,Suite 307,Overland Park,KS,66212
Missouri Farm Bureau - Andrew Meyer - MEM1381,398,355,216 S Church St,,Union,MO,63084
Daniel Boone Agency - George Williams - AA78601,92,125,111 N 169  HWY,,Smithville,MO,64089
Missouri Farm Bureau - Matthew Hardeman - MEM1172,398,94,131 E. Church St.,,Ozark,MO,65721
Sandra J. Youngs Agency,2585,1,700 E US Hwy 136,,Albany,MO,64402
American Family - Lee Butler - 338175,2053,43,2721 Pembroke Ln,,Saint Joseph,MO,645061801
American Family - Scott Lunn - 078183,2053,231,200 S Main St,,Grain Valley,MO,640299764
"Beimdiek Insurance Agency, Inc. (1)",2410,1,303 W. 3rd St.,,Carthage,MO,64836
Daniel Boone Agency - Michael Hatchett - AE21501,92,312,"908 Rain Forest Parkway, Ste C",,Columbia,MO,65202
Daniel Boone Agency - Jason Key - 24E570,92,352,846 SW Blue Pkwy,,Lee's Summit,MO,64063
Missouri Farm Bureau - Sandra Glass - MEM1364,398,342,11 Sydnorville Rd,Ste 1,Troy,MO,63379
Daniel Boone Agency - Terry Carter - AC80601,92,225,210 N Second St,,Odessa,MO,64076
"CC Services, Inc. - John Waugh - 01659",2041,223,210 SE Third St,PO Box 188,Aledo,IL,61231
Missouri Farm Bureau - Michael Girratono - MEM1245,398,262,103 W. Wood St.,,Albany,MO,64402
"Lombardi Insurance Agency, Inc. (1)",119,1,10726 Manchester Rd.,Suite 214,Kirkwood,MO,63122
Daniel Boone Agency - Andrew Clark - AD62701,92,267,113 E. Main St,,Maysville,MO,64469
Missouri Farm Bureau - Sheri Blankenship - MEM940,398,18,100 Marshall Rd.,,Platte City,MO,64079
Daniel Boone Agency - Randy Short - A236801,92,15,450 E Mt Vernon Blvd,,Mount Vernon,MO,65712
Daniel Boone Agency - Caleb Gondringer - AD73601,92,277,1601 E 9th St; Suite D,,Trenton,MO,64683
Missouri Farm Bureau - David Swearingin - MEM1287,398,298,111 N Mason St,,Carrollton,MO,64633
Missouri Farm Bureau - David Belzer - MEM1285,398,297,7 NW 72nd St.,,Gladstone,MO,64118
Daniel Boone Agency - Mackenzie Scherer - AD83001,92,281,760 N. Main St,,Sikeston,MO,63801
Daniel Boone Agency - Jay Martin - A998901,92,94,P. O. Box 226,,Liberty,MO,64069
Daniel Boone Agency - Willadeen Vandegriff - AA18301,92,100,207 Alvarado Ave.,,Belle,MO,65013
Daniel Boone Agency - James Lewis - AD98201,92,299,5228 South Lindbergh,,St. Louis,MO,63126
"Miller-Donnelli Agency, Inc. (1)",678,1,Third & Main Streets,,Platte City,MO,64079
"CC Services, Inc. - Laurie Adams - 03969",2041,3,4111 N Prospect Rd,Suite 4,Peoria Heights,IL,61616
Nick Carosello,525,1,2250 Union Rd,,Saint Louis,MO,63125
American Family - Julie Fowler - 151177,2053,116,11780 Manchester Rd Ste 106,,Saint Louis,MO,631314600
American Family - Ronald Shrum - 030663,2053,512,7944 W 151st St,,Overland Park,KS,66223
American Family - Tom Lafontaine - 093169,2053,202,11119 N Oak Trfy,,Kansas City,MO,641551167
"Partners Insurance, Inc. (1)",2384,1,9201 Watson Rd.,Suite 222,Saint Louis,MO,63126
Missouri Farm Bureau - Nick White - MEM1220,398,238,518 S. Main St.,,Rock Port,MO,64482
American Family - Linda Hocker - 006180,2053,160,Po Box 696,,Belton,MO,640120696
"Naught-Naught Insurance Agency, Inc. - Columbia",9,13,3928 S. Providence Rd.,,Columbia,MO,652037152
Daniel Boone Agency - Edward Lennox - AD97101,92,291,514 Broadway,,Hannibal,MO,63401
Daniel Boone Agency - Tim Viles - AD25401,92,243,"304 E Jackson St, Bld B, Ste 202",,Willard,MO,65781
American Family - Dewey Osborn - 039188,2053,287,6405 N Oak Traffic Way,,Kansas City,MO,64118
"SullivanCurtisMonroe Insurance Services, LLC (1)",1362,1,2100 Main St.,Suite 350,Irvine,CA,92614
American Family - Dennis Lepper - 017187,2053,211,11901 Olive Blvd #210,,Creve Coeur,MO,631416761
Affordable Insurance Solutions (1),2351,1,2903 S. Belt Highway,,Saint Joseph,MO,64503
Missouri Farm Bureau - Christine Sutton - MEM1382,398,373,1050 E. Veterans Mem Pkwy,,Warrenton,MO,63383
HM Risk,303,2,2925 E Battlefield,Suite 120,Springfield,MO,65804
American Family - Derek Holmes - 253170,2053,474,1509 South Main Street,,Joplin,MO,64804
Porterfield Insurance Agency,2633,1,3315 E. Ridgeview St.,Ste. 3000,Springfield,MO,65804
"American Westbrook Insurance Services, LLC (1)",2274,1,4 Westbrook Corporate Center,Suite 500,Westchester,IL,60154
Missouri Farm Bureau - Deborah Myers - MEM1335,398,374,1153 N. Business Rt. 5,,Camdenton,MO,650201018
"CC Services, Inc. - Scott Provaznik - 20577",2041,160,200 Kirkwood Rd,Ste 120,Kirkwood,MO,63122
American Family - Robert Davis - 180179,2053,72,2211 Droste,,Saint Charles,MO,633014849
The Adkison Agency,2064,1,111 W. Main St.,,Houston,MO,65483
"CC Services, Inc. - Chet Delf - 22837",2041,265,8303 N. Congress Ave.,,Kansas City,MO,64152
"Debra Reed Insurance, LLC (1)",1607,1,311 W. Main,,Warsaw,MO,65355
Jim Parks Insurance Agency (1),392,1,339 W Coler Street,,Neosho,MO,64850
"Barker Progressive Insurers, LLC (1)",926,1,213 S. Springfield,,Bolivar,MO,65613
American Family - Gary Mcclain - 226175,2053,247,102 N Buchanan St,,Maryville,MO,644682213
"Walnut Risk Management, LLC (1)",2610,1,819 Walnut St,Ste 303,Kansas City,MO,64106
Teague Insurance Agency (1),387,1,302 E Republic Rd,,Springfield,MO,65807
Essary Insurance (1),1243,1,619 1st St.,,Kennett,MO,63857
Daniel Boone Agency - Keith Huff - 24E47841,92,346,1 Westbury Dr.,Ste. 320,St. Charles,MO,63301
"CC Services, Inc. - Aaron Haag - 16813",2041,72,1165 N Fourth St,Box 126,Breese,IL,62230
American Family - Fred Sansone - 009190,2053,336,6005 Hampton Ave,,Saint Louis,MO,631093608
American Family - Larry Gibbs - 261171,2053,127,Po Box 643,,Moberly,MO,652700643
"CC Services, Inc. - Justin Harris - 20556",2041,76,200 S Kirkwood Rd,Ste 130,Kirkwood,MO,63122
American Family - Lindsey Roth - 021177,2053,522,8968 Watson Rd,,Saint Louis,MO,63119
Daniel Boone Agency - Brent Childress - AA99801,92,139,3863c S Campbell,,Springfield,MO,65807
Daniel Boone Agency - John Goodwin - AC22301,92,183,8135 Wornall Rd.,,Kansas City,MO,64114
Daniel Boone Agency - Milt Hinkle - A330201,92,23,"209 W Main, PO Box 151",,Sheldon,MO,64784
Missouri Farm Bureau - Bob Hillermann - MEM726,398,102,"1380 High St., Ste. 8",,Washington,MO,63090
Missouri Farm Bureau - W. Scott Triplett - MEM1267,398,285,7 NW 72nd St.,,Gladstone,MO,64118
Ron Graham Insurance Agency (1),548,1,119 Union St.,,Leadington,MO,63601
"Powell Insurance Agency, Inc.",652,1,2005 E. Kearney St.,Suite M,Springfield,MO,65803
Ken Campbell Insurance (1),483,1,75 Sheridan Dr.,,Cape Girardeau,MO,63703
"River City Insurance Agency, Inc. (1)",952,1,206 Main St.,,New Madrid,MO,63869
Capital Insurance & Associates (1),2089,1,326 S. Broadview,,Cape Girardeau,MO,63703
Brune Insurance,2557,1,101 E Columbia St,,Farmington,MO,63640
"Golden Rule Insurance Agency, Inc.",24,3,4065 Hwy. 54,,Osage Beach,MO,65065
Daniel Boone Agency - Jeff Broadwater - AE22101,92,315,10697 Highway 21,,Hillsboro,MO,63050
"Hollida Insurance Agency, LLC (1)",1965,1,1018 S. Westwood Blvd.,Suite 3,Poplar Bluff,MO,63901
"West County Insurance Agency, Inc. (1)",124,1,214 North Clay Ave.,Suite 100,St. Louis,MO,63122
Lance Mayfield Insurance (1),632,1,2 Viburnum Center,,Viburnum,MO,65566
"CC Services, Inc. - Jill Mahler - 20848",2041,111,2530 Highway K,,O'Fallon,MO,63368
"Mark Stalker Insurance Agency, Inc. (1)",465,1,3004 E. Sunshine,,Springfield,MO,65804
"St. Louis Series of Lockton Companies, LLC",300,1,Three City Place Dr.,Suite 900,Saint Louis,MO,631417021
American Family - Christi Robertson - 370165,2053,327,Po Box 192,,Iberia,MO,654860192
Premier Insurance Agency,556,1,11400 Concord Village Ave,Ste D,Saint Louis,MO,63123
"CC Services, Inc. - Mark Colclasure - 04443",2041,30,406 E Main,PO Box 59,Stronghurst,IL,61480
American Family - Debra Moore - 319171,2053,269,102 E 3rd St,,Milan,MO,635561336
American Family - Nathan Ward - 102169,2053,415,208 W Walnut St Ste A,,Raymore,MO,640838800
"CC Services, Inc. - Sally Waddell - 15220",2041,220,406 E Main,PO Box 59,Stronghurst,IL,61480
American Family - Cristy Hume - 316168,2053,174,Po Box 100,,Seymour,MO,657460100
Daniel Boone Agency - Jim Saccaro - A986501,92,80,118 E. Brooks,,Brookfield,MO,64628
"CC Services, Inc. - Ruth Husbands - 21488",2041,257,17000 Baxter Rd,Suite 200,Chesterfield,MO,630051444
Missouri Farm Bureau - Kayla Winters - MEM899,398,226,203 S. Maple St.,,Eldon,MO,65026
"CC Services, Inc. - Jeffrey Kroencke - 04305",2041,102,3800 E Lake Centre Dr,Ste 100,Quincy,IL,62305
Daniel Boone Agency - Michael Finney - AD97801,92,295,516 Gravois Rd.,,Fenton,MO,63026
William D. Morgan (1),1441,1,3909 S. Lynn Ct.,,Independence,MO,64055
"Lindenbusch Insurance Agency, LLC (1)",2647,1,2705 Dougherty Ferry Rd.,Ste. 201,Saint Louis,MO,63122
American Family - Daniel Freihaut - 065190,2053,471,117 Clarkson Executive Park,,Ellisville,MO,630112173
Missouri Farm Bureau - Ronald Royer - MEM1372,398,348,288 Mid Rivers Center,,Saint Peters,MO,63376
Missouri Farm Bureau - Loren DeBoutez - MEM1350,398,333,106 E 4th St,,Carthage,MO,64836
"Insurance Planning & Management of Waterloo, Inc. (1)",2578,1,119 E Mill St,,Waterloo,IL,62298
"Devoy-Baker, Inc. (1)",90,1,101 N. Main St.,,Brookfield,MO,64628
"Integrity Insurance Services, LLC",2160,1,11715 Administration Dr.,Suite 103,Saint Louis,MO,631462411
"CC Services, Inc. - Julie Hale Miller - 04865",2041,74,120 W Walnut,,Chatham,IL,62629
American Family - Scott Hocker - 085181,2053,162,15807 E 23rd St S,,Independence,MO,640551908
Daniel Boone Agency - Jim Schultz - AA41001,92,114,218 W Maple,,Independence,MO,64050
Missouri Farm Bureau - Gina Bainum - MEM1231,398,249,1102 W. Clay Ave.,,Plattsburg,MO,64477
Daniel Boone Agency - Steve Long - AC96001,92,233,3303 Miller,,Bethany,MO,64424
The Dana Company (1),1663,1,12345 University,,Des Moines,IA,50325
Daniel Boone Agency - Janice Britz - AB97701,92,177,"803 S Commercial, Suite B",,Harrisonville,MO,64701
Missouri Farm Bureau - Chuck Medows - MEM642,398,142,"602 W. 6th St., Ste. A",,Rolla,MO,65401
"Mega, Inc.",500,2,101 N. Keene St.,,Columbia,MO,65201
Missouri Farm Bureau - Adam Ziegelbein - MEM1359,398,338,949 S Country Club Dr,,Jefferson City,MO,65109
Daniel Boone Agency - Bradley Rohrer - AD97401,92,293,P. O. Box 367,,Sullivan,MO,63080
Daniel Boone Agency - Dan Denton - AA31601,92,110,516 Court St,,Fulton,MO,65251
Daniel Boone Agency - Craig Lehman - AC34301,92,189,"PO Box 497, 332 S Springfield",,Bolivar,MO,65613
Daniel Boone Agency - Mark Crisel - AD83701,92,283,250 E. Richardson Ave.,,Puxico,MO,63960
"Five Star Insurance Agency, Inc.",417,8,215 E. Main St.,,Festus,MO,63028
Missouri Farm Bureau - Robert Sapp - MEM1199,398,186,"11 Sydnorville Rd., Ste. 1",,Troy,MO,63379
Daniel Boone Agency - Ron Wright - A599001,92,48,2000 Forum Boulevard Suite 1,,Columbia,MO,65203
American Family - Becky Beck - 009180,2053,15,8043 Wornall Rd Ste 203,,Kansas City,MO,641145822
American Family - Douglas Middleton - 050183,2053,258,701 S Broadway Ste A,,Oak Grove,MO,640758119
"Ricci Associates, Inc. (1)",33,1,955 Executive Parkway,Suite 100,St Louis,MO,63141
"CC Services, Inc. - Paula Simmons - 14565",2041,191,115 S. Main,,Edwardsville,IL,62025
Seiner Insurance Agency (1),2421,1,1808 N Commercial St,,Kansas City,MO,64131
Daniel Boone Agency - Rick Degraffenreid - AC23201,92,187,"PO Box 575, 902 N. Jefferson",,Ava,MO,65608
Daniel Boone Agency - David Crawford - AB23801,92,141,110 Clarkson Exec Pk,,Ballwin,MO,63011
Missouri Farm Bureau - Dave Broermann - MEM1068,398,22,305 Mcelwain Dr.,,Cameron,MO,64429
Daniel Boone Agency - Shannon St John - AE19801,92,309,1 Westbury Dr. Ste. 320,,St. Charles,MO,63301
Missouri Farm Bureau - Patricia Dixon - MEM1241,398,259,131 E. Church St.,,Ozark,MO,65721
Missouri Farm Bureau - David Muntzel - MEM889,398,150,1470 E. Bingham Rd.,,Boonville,MO,65233
Missouri Farm Bureau - James Anthony - MEM1378,398,361,1330C S Sam Houston Blvd,,Houston,MO,65483
Joe Bryan Insurance (1),1111,1,304 Bolivar,,Jefferson City,MO,65101
"Town & Country Insurance Associates, Inc. (1)",651,1,400 W. Scenic Rivers Blvd.,,Salem,MO,65560
"Tracy-Lane Insurance Agency, Inc. (1)",164,1,413 S. Maple St.,,Buffalo,MO,65622
Daniel Boone Agency - Garry Brandt - AB59101,92,160,"PO Box 804, 48 South Hwy 5",,Camdenton,MO,65020
Missouri Farm Bureau - Brad Moncrief - MEM1086,398,147,100 E. Main  St.,,Linn,MO,65051
Daniel Boone Agency - Vickie Norris - AD52201,92,262,114 N. Main St,,Piedmont,MO,63957
Daniel Boone Agency - Greg Roy - A668801,92,58,"601 N. National, Suite 101.",,Springfield,MO,65802
Daniel Boone Agency - Grant Baker - AC95501,92,231,703 B South Elliott,,Aurora,MO,65605
Missouri Farm Bureau - Matt Johnson - MEM956,398,115,105 E. Thompson St.,,Kahoka,MO,63445
American Family - Scott Long - 254807,2053,454,128 W Main St,,Carlinville,IL,626261729
American Family - Lee Freeman - 347168,2053,118,1420 8th St.,,West Plains,MO,657752010
Missouri Farm Bureau - Debra Corner - MEM825,398,56,231 U.S. Highway 60 W.,,Republic,MO,65738
"Naught-Naught Insurance Agency, Inc. - Ozark",9,20,455 N. 20th St.,Suite 101,Ozark,MO,65721
Missouri Farm Bureau - Phil Bruner - MEM664,398,26,107 S. 4th St.,,Savannah,MO,64485
Daniel Boone Agency - Russ Kirby - A421701,92,36,120  Main St,,Slater,MO,65349
"Naught-Naught Insurance Agency, Inc. - Owensville",9,11,702 E. Hwy 28,,Owensville,MO,65066
Daniel Boone Agency - Kurt Smart - AB10701,92,140,616 Third Street,,Platte City,MO,64079
Missouri Farm Bureau - Richard Kim - MEM1187,398,118,"4101 Mexico Rd., Ste. N",,St. Peters,MO,63376
Missouri Farm Bureau - Darla Haynes - MEM903,398,99,"1308 N.W. 12th Ave., Ste. 3",,Ava,MO,65608
Daniel Boone Agency - David Parra - AE17701,92,307,704 E. Langsford Road,,Lee's Summit,MO,64063
Daniel Boone Agency - Stan Lowrey - A157201,92,8,2634 Oklahoma Avenue,,Trenton,MO,64683
"CC Services, Inc. - James Douglas Greenwell - 03421",2041,69,331 S 36th,Ste 4B,Quincy,IL,62301
"CC Services, Inc. - Scott Matter - 11692",2041,117,5403 N Illinois,,Fairview Heights,IL,62208
American Family - Tony Froehlich - 257160,2053,119,100 S Bishop Ave Ste C,,Rolla,MO,654014213
"CC Services, Inc. - Sam Scaccia - 12694",2041,178,501 W Main St,,West Dundee,IL,60118
"Insurance Concepts of St. Louis, Inc. (1)",153,1,575 Rudder Rd.,Suite 105,Fenton,MO,630262005
"CC Services, Inc. - Christopher Lanksbury - 19983",2041,105,10561 Barkley,Ste 101,Overland Park,KS,66212
Vogel/Guerrant Insurance Agency,34,3,605 Nichols St.,,Fulton,MO,65251
American Family - Chad Brodersen - 349168,2053,32,4730 S National Ave Ste C2,,Springfield,MO,658102780
Daniel Boone Agency - John Overbey - AA31101,92,108,1021 W Buchannan,,California,MO,65018
Daniel Boone Agency - Bruce King - AC89601,92,228,1226 North Truman Blvd,,Crystal City,MO,63019
Missouri Farm Bureau - Tony Williams - MEM1027,398,224,144 Hwy. 240,,Fayette,MO,65248
Bruce L. Pratt Insurance Agency (1),921,1,501 S. 36th St.,Suite 101,St. Joseph,MO,64506
American Family - Dan Schade - 002190,2053,337,14326 Manchester Rd,,Manchester,MO,630114071
"CC Services, Inc. - Terri Meyers - 18318",2041,135,138 W Bethalto Blvd,,Bethalto,IL,62010
"Eugene Benes & Company, Inc. (1)",2308,1,41 W. Roosevelt Rd.,,Villa Park,IL,60181
American Family - Larry Vaughn - 028180,2053,495,3851 N Oak Trfy,,Kansas City,MO,641162611
"Arthur J. Gallagher Risk Management Services, Inc. (KC-Walnut St.)",929,2,1201 Walnut St.,Suite 1400,Kansas City,MO,64106
American Family - Gerald Shope - 033653,2053,558,5333 E. Kellogg Dr.,,Wichita,KS,67218
American Family - Gregory Iott - 338168,2053,178,1624 S Enterprise Ave,,Springfield,MO,658041800
American Family - Jeff Underwood - 250170,2053,493,Po Box 218,,Branson,MO,656150218
"CC Services, Inc. - Christopher Mizell - 19734",2041,138,326 Susan Dr,Ste A,Normal,IL,61761
American Family - Norman Mah - 045181,2053,235,12600 E Us Highway 40 Ste 201,,Independence,MO,640555909
American Family - Jasen Matyas - 004171,2053,552,413 Main St,,Boonville,MO,65233
"CC Services, Inc. - Michael Ensminger - 19476",2041,50,10561 Barkley,Ste 101,Overland Park,KS,66212
Specialty Insurance Consultants LLC,2650,1,720 S. Colorado Blvd.,Penthouse North,Denver,CO,80246
"CC Services, Inc. - Peter Shynk - 05918",2041,189,10112 W Dubois Rd  Suite B,PO Box 24,Edwards,IL,61528
American Family - James Koppang - 093188,2053,195,700 SE 3rd St,,Lee's Summit,MO,64063
"Zurich Agency Services, Inc. (1)",1028,1,7045 College Blvd.,,Overland Park,KS,66211
American Family - William Bess - 188160,2053,19,Po Box 216,,Park Hills,MO,636010216
Insurance Providers,2492,1,817 Maiden Lane,,Joplin,MO,64801
Mary Nilges Agency,1350,1,297 Nilges Lane,,Koeltztown,MO,65048
"Weiss Insurance Agency, Inc. - Jackson",1836,4,612 W Main,,Jackson,MO,63755
Missouri Farm Bureau - Scott Davis - MEM1277,398,295,2032 E. Kearney St.,,Springfield,MO,65803
Missouri Farm Bureau - Pat Marriott - MEM633,398,134,100 Brown Rd.,,Versailles,MO,65084
Missouri Farm Bureau - David Andrews - MEM1180,398,4,214 S. Maple,,Buffalo,MO,65622
Daniel Boone Agency - David Durbin - A469001,92,38,2305a N. 291 Hwy,,Harrisonville,MO,64701
Droke Insurance Agency (1),501,1,109 W. Commercial St.,,Senath,MO,63876
Mid-America Specialty Markets,20,1,2718 Forum Blvd.,Suite 3-B,Columbia,MO,652035451
Craig Portell Insurance (1),581,1,102 N. Mine St.,Suite A,Potosi,MO,63664
"Wolken Insurance, LLC",935,1,309 S. Oak,,California,MO,65018
Donald W. Dews (1),976,1,3420 Buttonwood Drive,Suite 102,Columbia,MO,65201
Blankenship Insurance Agency (1),603,1,509 E. Main,Suite D,Park Hills,MO,63601
Daniel Boone Agency - Bill John - A986101,92,79,9306 E. 40 Highway,,Independence,MO,64055
Missouri Farm Bureau - Zachariah Barton - MEM1354,398,335,910 Porter Wagoner Blvd,,West Plains,MO,65775
Missouri Farm Bureau - Stacey Haynes - MEM1303,398,308,187 S Lyon St,,Marshall,MO,65340
Charles H. Davis (1),1507,1,2307 South Outer Rd. #208,,Blue Springs,MO,64015
Daniel Boone Agency - Mary McConnell - A138201,92,3,"PO Box 186, 108 S Allison Ave.",,Greenfield,MO,65661
"Insurance Consultants, Inc. - Paul Rauner",540,21,9272 Olive Blvd.,,Saint Louis,MO,63132
American Family - Bob Carlson - 106711,2053,448,5937 Ashworth Rd,,West Des Moines,IA,502667109
Ernest Yates Ins.,2546,1,42 Four Seasons Ctr,Ste 103,Chesterfield,MO,63017
Jennifer Elking (1),2649,1,10067 Bellefontaine Rd.,Ste. 16,Saint Louis,MO,63137
Daniel Boone Agency - Tom Starke - AA31401,92,109,103 Main Street,,Chamois,MO,65024
